id,location,fault_severity,severity_type,resource_type,log_feature,volume,event_type
9643,location 744,0,severity_type 1,resource_type 2,feature 170,7,event_type 11
15766,location 684,0,severity_type 2,resource_type 8,feature 82,20,event_type 15
6129,location 1044,0,severity_type 1,resource_type 8,feature 73,20,event_type 11
16200,location 912,1,severity_type 1,resource_type 8,feature 170,2,event_type 11
11329,location 680,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
6818,location 1026,1,severity_type 1,resource_type 6,feature 68,2,event_type 13
6293,location 226,0,severity_type 1,resource_type 2,feature 307,1,event_type 35
9650,location 120,1,severity_type 2,resource_type 2,feature 309,1,event_type 34
7224,location 501,0,severity_type 4,resource_type 2,feature 315,1,event_type 35
8803,location 506,0,severity_type 2,resource_type 2,feature 233,4,event_type 34
569,location 151,0,severity_type 2,resource_type 2,feature 312,2,event_type 35
8626,location 465,0,severity_type 2,resource_type 2,feature 312,43,event_type 35
3560,location 466,0,severity_type 2,resource_type 2,feature 234,52,event_type 35
4929,location 691,1,severity_type 2,resource_type 7,feature 68,1,event_type 11
10071,location 143,0,severity_type 2,resource_type 2,feature 312,1,event_type 35
8613,location 469,0,severity_type 2,resource_type 2,feature 315,6,event_type 34
6357,location 808,0,severity_type 1,resource_type 8,feature 71,2,event_type 11
4237,location 135,0,severity_type 2,resource_type 2,feature 315,4,event_type 34
2498,location 963,0,severity_type 1,resource_type 8,feature 109,4,event_type 11
12663,location 240,1,severity_type 2,resource_type 2,feature 312,1,event_type 35
10221,location 826,0,severity_type 1,resource_type 6,feature 118,2,event_type 11
684,location 704,2,severity_type 1,resource_type 8,feature 203,19,event_type 15
18134,location 248,0,severity_type 1,resource_type 2,feature 301,2,event_type 20
4967,location 9,0,severity_type 1,resource_type 2,feature 71,3,event_type 54
4480,location 734,1,severity_type 1,resource_type 2,feature 203,6,event_type 54
9850,location 337,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
885,location 497,0,severity_type 2,resource_type 2,feature 232,5,event_type 34
16607,location 268,0,severity_type 2,resource_type 2,feature 313,1,event_type 34
17809,location 479,0,severity_type 2,resource_type 2,feature 234,19,event_type 35
8572,location 613,0,severity_type 1,resource_type 8,feature 82,30,event_type 11
2064,location 459,0,severity_type 2,resource_type 2,feature 229,1,event_type 35
4275,location 8,0,severity_type 1,resource_type 8,feature 56,2,event_type 15
8682,location 1054,0,severity_type 1,resource_type 8,feature 73,1,event_type 11
4715,location 1116,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
15905,location 353,1,severity_type 2,resource_type 2,feature 232,2,event_type 34
17779,location 891,0,severity_type 1,resource_type 8,feature 73,19,event_type 11
4077,location 255,0,severity_type 2,resource_type 2,feature 312,6,event_type 34
4886,location 684,1,severity_type 1,resource_type 8,feature 203,11,event_type 11
3851,location 704,2,severity_type 1,resource_type 8,feature 82,8,event_type 15
8765,location 1033,1,severity_type 1,resource_type 8,feature 170,2,event_type 11
17995,location 705,0,severity_type 1,resource_type 8,feature 54,1,event_type 11
11826,location 1010,0,severity_type 1,resource_type 8,feature 195,2,event_type 11
321,location 921,1,severity_type 2,resource_type 8,feature 82,2,event_type 15
379,location 742,0,severity_type 1,resource_type 8,feature 25,8,event_type 11
12468,location 165,0,severity_type 2,resource_type 2,feature 232,2,event_type 34
2388,location 744,2,severity_type 1,resource_type 8,feature 179,2,event_type 11
1470,location 657,1,severity_type 1,resource_type 10,feature 345,3,event_type 18
4819,location 1107,2,severity_type 1,resource_type 8,feature 193,7,event_type 11
9132,location 914,0,severity_type 4,resource_type 7,feature 306,1,event_type 23
12959,location 962,2,severity_type 2,resource_type 8,feature 82,92,event_type 15
12652,location 932,0,severity_type 2,resource_type 8,feature 80,1,event_type 15
6585,location 866,2,severity_type 1,resource_type 8,feature 170,17,event_type 11
8908,location 1063,0,severity_type 1,resource_type 8,feature 195,1,event_type 11
18466,location 603,0,severity_type 1,resource_type 8,feature 170,4,event_type 11
9483,location 1063,1,severity_type 1,resource_type 8,feature 187,3,event_type 11
15562,location 133,0,severity_type 2,resource_type 2,feature 312,9,event_type 34
16667,location 228,0,severity_type 2,resource_type 2,feature 232,3,event_type 35
6772,location 33,0,severity_type 4,resource_type 3,feature 37,1,event_type 10
5836,location 555,2,severity_type 1,resource_type 8,feature 200,2,event_type 11
16155,location 603,0,severity_type 4,resource_type 8,feature 279,1,event_type 31
2192,location 240,0,severity_type 2,resource_type 2,feature 233,3,event_type 34
5347,location 889,0,severity_type 1,resource_type 8,feature 195,1,event_type 11
10458,location 638,2,severity_type 1,resource_type 2,feature 283,5,event_type 44
16733,location 1069,0,severity_type 1,resource_type 8,feature 209,7,event_type 11
15420,location 810,2,severity_type 2,resource_type 8,feature 82,7,event_type 15
1399,location 821,2,severity_type 1,resource_type 8,feature 80,2,event_type 11
13004,location 821,0,severity_type 1,resource_type 2,feature 82,18,event_type 54
3343,location 126,0,severity_type 2,resource_type 2,feature 227,1,event_type 34
13981,location 228,0,severity_type 4,resource_type 2,feature 314,1,event_type 35
12539,location 695,0,severity_type 1,resource_type 8,feature 195,1,event_type 11
8717,location 170,0,severity_type 2,resource_type 2,feature 232,5,event_type 34
15108,location 15,0,severity_type 2,resource_type 8,feature 171,1,event_type 11
15178,location 507,0,severity_type 2,resource_type 2,feature 312,1,event_type 34
4085,location 798,1,severity_type 1,resource_type 8,feature 203,4,event_type 15
10839,location 696,0,severity_type 2,resource_type 8,feature 54,10,event_type 11
3431,location 102,1,severity_type 2,resource_type 2,feature 310,9,event_type 35
2793,location 1037,0,severity_type 1,resource_type 8,feature 149,6,event_type 20
11936,location 445,0,severity_type 2,resource_type 2,feature 312,16,event_type 34
18099,location 757,0,severity_type 1,resource_type 8,feature 204,2,event_type 11
1143,location 878,0,severity_type 2,resource_type 8,feature 195,4,event_type 11
4209,location 1086,2,severity_type 2,resource_type 8,feature 82,23,event_type 15
9787,location 1014,1,severity_type 1,resource_type 8,feature 54,2,event_type 13
5709,location 736,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
11925,location 830,0,severity_type 1,resource_type 8,feature 87,2,event_type 11
12127,location 38,0,severity_type 5,resource_type 9,feature 153,1,event_type 10
2251,location 330,0,severity_type 4,resource_type 2,feature 313,1,event_type 35
11407,location 471,0,severity_type 2,resource_type 2,feature 312,5,event_type 35
3417,location 584,0,severity_type 1,resource_type 8,feature 73,6,event_type 11
10171,location 1050,1,severity_type 1,resource_type 6,feature 273,2,event_type 11
8759,location 1018,0,severity_type 2,resource_type 8,feature 193,2,event_type 15
9221,location 653,1,severity_type 2,resource_type 8,feature 203,2,event_type 15
2722,location 803,1,severity_type 1,resource_type 8,feature 85,1,event_type 11
8215,location 892,0,severity_type 2,resource_type 2,feature 292,106,event_type 51
18075,location 856,1,severity_type 1,resource_type 4,feature 170,1,event_type 11
3388,location 147,0,severity_type 2,resource_type 2,feature 313,2,event_type 34
2304,location 292,0,severity_type 2,resource_type 2,feature 233,1,event_type 34
10437,location 540,2,severity_type 1,resource_type 8,feature 205,1,event_type 11
10203,location 241,0,severity_type 2,resource_type 2,feature 232,1,event_type 35
15914,location 155,0,severity_type 2,resource_type 2,feature 232,13,event_type 34
16000,location 334,0,severity_type 2,resource_type 2,feature 235,1,event_type 35
6994,location 1046,0,severity_type 2,resource_type 8,feature 68,2,event_type 11
18300,location 244,0,severity_type 2,resource_type 2,feature 312,5,event_type 34
18426,location 155,0,severity_type 2,resource_type 2,feature 312,2,event_type 35
16143,location 834,0,severity_type 2,resource_type 8,feature 203,16,event_type 15
9888,location 826,1,severity_type 1,resource_type 6,feature 273,4,event_type 13
6166,location 1046,1,severity_type 1,resource_type 6,feature 68,4,event_type 11
6351,location 1109,0,severity_type 2,resource_type 8,feature 68,1,event_type 11
16766,location 816,1,severity_type 4,resource_type 7,feature 223,1,event_type 23
6283,location 638,2,severity_type 1,resource_type 2,feature 283,7,event_type 44
17421,location 845,1,severity_type 2,resource_type 8,feature 172,1,event_type 15
2606,location 641,0,severity_type 1,resource_type 2,feature 283,4,event_type 42
18036,location 7,0,severity_type 1,resource_type 8,feature 70,6,event_type 11
4273,location 600,1,severity_type 2,resource_type 8,feature 203,10,event_type 15
11827,location 126,0,severity_type 1,resource_type 2,feature 307,3,event_type 35
6842,location 430,0,severity_type 2,resource_type 2,feature 312,4,event_type 34
6355,location 759,0,severity_type 1,resource_type 8,feature 54,1,event_type 11
5456,location 995,1,severity_type 1,resource_type 8,feature 80,1,event_type 15
5632,location 921,0,severity_type 2,resource_type 8,feature 82,7,event_type 15
2320,location 715,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
10008,location 172,0,severity_type 2,resource_type 2,feature 312,8,event_type 35
4035,location 710,1,severity_type 2,resource_type 8,feature 60,2,event_type 11
17576,location 808,0,severity_type 1,resource_type 8,feature 71,2,event_type 11
12319,location 509,0,severity_type 2,resource_type 2,feature 232,14,event_type 35
13390,location 976,2,severity_type 1,resource_type 8,feature 80,10,event_type 11
4397,location 516,0,severity_type 2,resource_type 2,feature 312,1,event_type 35
13216,location 948,1,severity_type 1,resource_type 6,feature 273,1,event_type 13
18098,location 613,0,severity_type 1,resource_type 8,feature 82,12,event_type 54
5876,location 506,0,severity_type 2,resource_type 2,feature 232,61,event_type 35
13647,location 599,1,severity_type 2,resource_type 8,feature 82,2,event_type 15
16952,location 242,0,severity_type 2,resource_type 2,feature 234,39,event_type 34
4299,location 944,0,severity_type 1,resource_type 8,feature 170,1,event_type 11
10031,location 311,1,severity_type 1,resource_type 2,feature 134,1,event_type 20
1568,location 763,0,severity_type 2,resource_type 8,feature 82,16,event_type 15
11310,location 328,0,severity_type 2,resource_type 2,feature 313,1,event_type 35
17601,location 1097,1,severity_type 1,resource_type 8,feature 170,2,event_type 11
16902,location 763,0,severity_type 1,resource_type 8,feature 203,2,event_type 11
14479,location 957,0,severity_type 1,resource_type 8,feature 81,4,event_type 11
13232,location 856,1,severity_type 2,resource_type 8,feature 75,1,event_type 22
6897,location 1051,2,severity_type 1,resource_type 8,feature 54,1,event_type 11
5562,location 995,2,severity_type 1,resource_type 8,feature 193,3,event_type 11
9393,location 242,0,severity_type 2,resource_type 2,feature 234,43,event_type 35
5314,location 169,0,severity_type 2,resource_type 2,feature 307,1,event_type 34
6023,location 714,1,severity_type 2,resource_type 8,feature 54,1,event_type 11
18253,location 1019,1,severity_type 2,resource_type 8,feature 82,16,event_type 15
5028,location 962,1,severity_type 2,resource_type 8,feature 203,2,event_type 15
18415,location 159,1,severity_type 2,resource_type 2,feature 232,1,event_type 35
5367,location 1106,0,severity_type 2,resource_type 8,feature 54,1,event_type 11
13269,location 1107,2,severity_type 2,resource_type 2,feature 238,1,event_type 38
8025,location 126,0,severity_type 2,resource_type 2,feature 313,11,event_type 35
15047,location 937,2,severity_type 1,resource_type 8,feature 86,1,event_type 11
16669,location 600,2,severity_type 1,resource_type 8,feature 203,10,event_type 15
16073,location 441,0,severity_type 2,resource_type 2,feature 232,3,event_type 35
12844,location 1097,0,severity_type 1,resource_type 1,feature 182,1,event_type 11
14601,location 19,0,severity_type 2,resource_type 8,feature 55,3,event_type 11
14434,location 754,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
18474,location 821,0,severity_type 2,resource_type 8,feature 71,1,event_type 15
13042,location 919,0,severity_type 2,resource_type 8,feature 81,2,event_type 11
17988,location 451,0,severity_type 2,resource_type 2,feature 233,1,event_type 35
17194,location 942,0,severity_type 1,resource_type 8,feature 54,1,event_type 13
3998,location 159,0,severity_type 2,resource_type 2,feature 312,3,event_type 35
5457,location 1075,2,severity_type 2,resource_type 8,feature 203,5,event_type 15
9199,location 653,0,severity_type 2,resource_type 8,feature 203,2,event_type 15
10050,location 989,1,severity_type 1,resource_type 8,feature 68,1,event_type 11
15830,location 1086,2,severity_type 2,resource_type 8,feature 80,4,event_type 15
17739,location 328,1,severity_type 2,resource_type 2,feature 313,2,event_type 34
3943,location 821,1,severity_type 2,resource_type 8,feature 82,10,event_type 15
13144,location 763,1,severity_type 2,resource_type 8,feature 82,6,event_type 15
9804,location 684,2,severity_type 2,resource_type 8,feature 82,28,event_type 15
14357,location 122,0,severity_type 2,resource_type 2,feature 232,10,event_type 35
17928,location 252,1,severity_type 1,resource_type 2,feature 348,1,event_type 12
1991,location 354,1,severity_type 2,resource_type 2,feature 307,1,event_type 34
17371,location 745,1,severity_type 1,resource_type 4,feature 170,1,event_type 14
16054,location 864,2,severity_type 1,resource_type 8,feature 87,2,event_type 11
12856,location 931,0,severity_type 2,resource_type 8,feature 80,5,event_type 15
1274,location 410,1,severity_type 2,resource_type 2,feature 235,1,event_type 34
5329,location 421,1,severity_type 1,resource_type 2,feature 134,2,event_type 11
9506,location 240,0,severity_type 2,resource_type 2,feature 313,2,event_type 35
16812,location 942,0,severity_type 1,resource_type 8,feature 273,1,event_type 18
3507,location 808,0,severity_type 1,resource_type 8,feature 168,1,event_type 11
10545,location 613,1,severity_type 1,resource_type 8,feature 203,15,event_type 15
2298,location 684,1,severity_type 2,resource_type 8,feature 203,2,event_type 15
2783,location 470,0,severity_type 2,resource_type 2,feature 232,5,event_type 34
1548,location 1107,2,severity_type 2,resource_type 8,feature 82,4,event_type 15
18226,location 408,0,severity_type 2,resource_type 2,feature 232,2,event_type 35
4231,location 834,1,severity_type 2,resource_type 8,feature 203,1,event_type 15
6837,location 102,0,severity_type 2,resource_type 2,feature 230,26,event_type 34
15360,location 687,0,severity_type 1,resource_type 8,feature 54,3,event_type 11
17009,location 662,0,severity_type 1,resource_type 8,feature 54,1,event_type 11
16451,location 893,0,severity_type 1,resource_type 2,feature 375,2,event_type 43
18319,location 505,0,severity_type 2,resource_type 2,feature 312,35,event_type 34
13815,location 734,2,severity_type 1,resource_type 8,feature 68,1,event_type 11
2340,location 976,2,severity_type 2,resource_type 8,feature 80,6,event_type 15
4319,location 1099,0,severity_type 1,resource_type 8,feature 70,2,event_type 11
11025,location 890,0,severity_type 2,resource_type 8,feature 73,1,event_type 11
6805,location 420,1,severity_type 2,resource_type 2,feature 232,5,event_type 35
11172,location 380,0,severity_type 2,resource_type 2,feature 232,3,event_type 35
7020,location 644,2,severity_type 1,resource_type 2,feature 288,1,event_type 49
16939,location 560,1,severity_type 1,resource_type 8,feature 79,1,event_type 11
18542,location 495,0,severity_type 2,resource_type 2,feature 232,5,event_type 34
2854,location 1011,1,severity_type 5,resource_type 9,feature 218,1,event_type 30
14501,location 511,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
13581,location 181,1,severity_type 2,resource_type 2,feature 313,2,event_type 34
13007,location 72,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
698,location 821,0,severity_type 1,resource_type 8,feature 82,41,event_type 15
14608,location 451,0,severity_type 2,resource_type 2,feature 233,22,event_type 35
7675,location 184,1,severity_type 2,resource_type 2,feature 307,1,event_type 35
10293,location 1018,0,severity_type 1,resource_type 8,feature 80,16,event_type 15
3615,location 984,2,severity_type 1,resource_type 8,feature 170,3,event_type 13
18370,location 967,0,severity_type 1,resource_type 8,feature 170,1,event_type 11
2713,location 919,0,severity_type 1,resource_type 8,feature 171,16,event_type 11
6220,location 600,2,severity_type 2,resource_type 8,feature 203,6,event_type 15
17211,location 231,0,severity_type 2,resource_type 2,feature 232,1,event_type 35
8292,location 198,1,severity_type 1,resource_type 2,feature 134,1,event_type 20
3506,location 400,0,severity_type 4,resource_type 2,feature 301,1,event_type 35
11304,location 7,0,severity_type 2,resource_type 8,feature 70,3,event_type 11
15325,location 813,1,severity_type 1,resource_type 8,feature 172,1,event_type 15
4675,location 653,2,severity_type 1,resource_type 2,feature 201,1,event_type 54
13844,location 697,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
3409,location 1056,1,severity_type 1,resource_type 10,feature 273,2,event_type 11
10340,location 976,0,severity_type 2,resource_type 8,feature 203,3,event_type 15
16922,location 122,0,severity_type 2,resource_type 2,feature 233,1,event_type 34
14299,location 124,0,severity_type 2,resource_type 2,feature 232,2,event_type 35
13044,location 17,1,severity_type 1,resource_type 8,feature 68,1,event_type 11
4743,location 119,0,severity_type 2,resource_type 8,feature 160,1,event_type 11
3642,location 276,0,severity_type 4,resource_type 2,feature 312,2,event_type 35
2433,location 294,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
17032,location 1089,1,severity_type 1,resource_type 8,feature 170,1,event_type 11
2839,location 962,0,severity_type 1,resource_type 8,feature 203,4,event_type 11
3807,location 1058,0,severity_type 1,resource_type 8,feature 170,2,event_type 11
12662,location 707,0,severity_type 2,resource_type 8,feature 71,7,event_type 15
10158,location 13,1,severity_type 4,resource_type 7,feature 222,1,event_type 22
3444,location 292,0,severity_type 4,resource_type 2,feature 312,3,event_type 35
2565,location 897,1,severity_type 1,resource_type 2,feature 291,1,event_type 42
6859,location 932,0,severity_type 1,resource_type 8,feature 201,29,event_type 11
6305,location 684,0,severity_type 1,resource_type 8,feature 193,1,event_type 15
8774,location 100,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
2926,location 1100,2,severity_type 1,resource_type 8,feature 80,6,event_type 11
15249,location 805,0,severity_type 1,resource_type 8,feature 51,1,event_type 11
5663,location 661,1,severity_type 2,resource_type 7,feature 306,1,event_type 11
3530,location 758,1,severity_type 1,resource_type 8,feature 54,1,event_type 11
1134,location 16,2,severity_type 1,resource_type 8,feature 155,10,event_type 11
239,location 881,1,severity_type 1,resource_type 6,feature 345,1,event_type 13
15089,location 995,2,severity_type 2,resource_type 8,feature 203,11,event_type 15
10141,location 648,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
4186,location 814,0,severity_type 1,resource_type 8,feature 70,5,event_type 11
1235,location 1,1,severity_type 1,resource_type 8,feature 82,12,event_type 11
17721,location 609,0,severity_type 2,resource_type 7,feature 75,1,event_type 11
7194,location 794,0,severity_type 1,resource_type 7,feature 306,2,event_type 23
13168,location 707,0,severity_type 1,resource_type 8,feature 193,8,event_type 26
4328,location 823,1,severity_type 1,resource_type 8,feature 80,1,event_type 15
9923,location 74,0,severity_type 2,resource_type 8,feature 35,2,event_type 11
12394,location 839,1,severity_type 1,resource_type 8,feature 170,1,event_type 11
5873,location 135,0,severity_type 2,resource_type 2,feature 313,1,event_type 34
4287,location 638,1,severity_type 1,resource_type 2,feature 283,3,event_type 42
13013,location 242,0,severity_type 2,resource_type 2,feature 307,1,event_type 35
16112,location 504,0,severity_type 2,resource_type 2,feature 312,3,event_type 34
8092,location 255,0,severity_type 4,resource_type 2,feature 312,6,event_type 35
3420,location 1024,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
17821,location 648,1,severity_type 1,resource_type 7,feature 54,1,event_type 23
15102,location 1008,2,severity_type 2,resource_type 8,feature 82,15,event_type 15
7755,location 478,0,severity_type 2,resource_type 2,feature 229,21,event_type 35
17059,location 845,2,severity_type 2,resource_type 8,feature 82,24,event_type 15
15989,location 878,0,severity_type 1,resource_type 8,feature 195,6,event_type 11
8258,location 300,0,severity_type 2,resource_type 2,feature 233,3,event_type 35
11315,location 147,0,severity_type 2,resource_type 2,feature 307,3,event_type 34
11710,location 491,0,severity_type 1,resource_type 8,feature 215,1,event_type 34
1070,location 805,0,severity_type 1,resource_type 8,feature 51,1,event_type 11
6607,location 1061,1,severity_type 2,resource_type 8,feature 80,4,event_type 15
9867,location 851,0,severity_type 1,resource_type 10,feature 345,2,event_type 13
17183,location 1099,0,severity_type 1,resource_type 8,feature 202,7,event_type 11
6569,location 696,0,severity_type 2,resource_type 8,feature 54,15,event_type 11
4693,location 836,0,severity_type 1,resource_type 8,feature 195,17,event_type 11
2876,location 589,1,severity_type 1,resource_type 2,feature 219,1,event_type 20
9107,location 393,0,severity_type 2,resource_type 2,feature 232,1,event_type 34
5618,location 488,0,severity_type 2,resource_type 2,feature 314,4,event_type 34
1415,location 1107,1,severity_type 1,resource_type 8,feature 71,5,event_type 15
8132,location 1035,1,severity_type 2,resource_type 8,feature 223,1,event_type 23
6838,location 102,0,severity_type 2,resource_type 2,feature 308,1,event_type 35
17430,location 419,1,severity_type 1,resource_type 2,feature 301,1,event_type 20
3142,location 744,0,severity_type 1,resource_type 8,feature 68,1,event_type 13
8974,location 463,0,severity_type 2,resource_type 2,feature 312,3,event_type 34
5254,location 1008,0,severity_type 1,resource_type 8,feature 82,4,event_type 11
15585,location 122,0,severity_type 2,resource_type 2,feature 307,1,event_type 35
1712,location 443,1,severity_type 2,resource_type 2,feature 232,1,event_type 35
10737,location 244,0,severity_type 2,resource_type 2,feature 312,22,event_type 34
796,location 976,2,severity_type 1,resource_type 8,feature 201,4,event_type 11
7930,location 126,0,severity_type 2,resource_type 2,feature 313,6,event_type 35
10299,location 257,0,severity_type 1,resource_type 2,feature 232,1,event_type 20
15284,location 1052,2,severity_type 1,resource_type 8,feature 82,11,event_type 11
13182,location 463,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
3594,location 1026,1,severity_type 2,resource_type 8,feature 170,1,event_type 14
9424,location 124,0,severity_type 2,resource_type 2,feature 232,5,event_type 34
11317,location 875,1,severity_type 1,resource_type 8,feature 82,3,event_type 11
16363,location 756,1,severity_type 1,resource_type 2,feature 170,1,event_type 11
299,location 445,0,severity_type 2,resource_type 2,feature 232,6,event_type 34
1684,location 1091,0,severity_type 1,resource_type 6,feature 345,2,event_type 13
9848,location 1019,0,severity_type 2,resource_type 8,feature 82,40,event_type 15
15729,location 864,1,severity_type 1,resource_type 8,feature 54,6,event_type 11
3308,location 1025,1,severity_type 1,resource_type 8,feature 66,1,event_type 11
7501,location 909,1,severity_type 1,resource_type 8,feature 54,1,event_type 11
11761,location 476,0,severity_type 2,resource_type 2,feature 232,8,event_type 34
16081,location 477,0,severity_type 2,resource_type 2,feature 312,4,event_type 34
7648,location 495,0,severity_type 2,resource_type 2,feature 307,1,event_type 34
11693,location 124,0,severity_type 2,resource_type 2,feature 313,4,event_type 35
11047,location 298,0,severity_type 2,resource_type 2,feature 227,10,event_type 35
17960,location 894,2,severity_type 1,resource_type 2,feature 368,21,event_type 42
13666,location 504,0,severity_type 2,resource_type 2,feature 312,2,event_type 34
5849,location 311,1,severity_type 2,resource_type 2,feature 312,4,event_type 35
1142,location 126,0,severity_type 2,resource_type 2,feature 232,10,event_type 35
2092,location 117,0,severity_type 2,resource_type 2,feature 232,1,event_type 34
1015,location 1088,0,severity_type 2,resource_type 4,feature 54,1,event_type 14
1704,location 1018,1,severity_type 1,resource_type 8,feature 71,2,event_type 11
14979,location 896,0,severity_type 1,resource_type 2,feature 374,1,event_type 50
10479,location 1116,0,severity_type 1,resource_type 2,feature 219,1,event_type 20
1222,location 734,2,severity_type 1,resource_type 8,feature 74,1,event_type 15
10619,location 301,0,severity_type 2,resource_type 2,feature 312,1,event_type 35
6318,location 818,1,severity_type 1,resource_type 8,feature 170,3,event_type 11
16831,location 266,0,severity_type 2,resource_type 2,feature 233,1,event_type 35
8273,location 830,1,severity_type 1,resource_type 8,feature 170,3,event_type 11
866,location 785,1,severity_type 4,resource_type 8,feature 167,1,event_type 11
17287,location 124,0,severity_type 4,resource_type 2,feature 313,2,event_type 35
7654,location 1049,1,severity_type 1,resource_type 8,feature 202,4,event_type 11
348,location 962,1,severity_type 1,resource_type 8,feature 203,7,event_type 11
17174,location 518,0,severity_type 2,resource_type 2,feature 315,13,event_type 34
10173,location 891,0,severity_type 1,resource_type 8,feature 195,35,event_type 11
12103,location 716,0,severity_type 1,resource_type 8,feature 50,1,event_type 11
16824,location 734,1,severity_type 1,resource_type 8,feature 82,8,event_type 11
10500,location 891,0,severity_type 1,resource_type 8,feature 195,2,event_type 11
1423,location 891,0,severity_type 2,resource_type 8,feature 68,1,event_type 11
11003,location 126,0,severity_type 2,resource_type 2,feature 312,48,event_type 35
1162,location 122,0,severity_type 2,resource_type 2,feature 315,3,event_type 34
6120,location 288,0,severity_type 1,resource_type 8,feature 227,1,event_type 34
13339,location 493,0,severity_type 1,resource_type 2,feature 301,1,event_type 34
17730,location 103,0,severity_type 2,resource_type 2,feature 230,6,event_type 34
16311,location 896,1,severity_type 1,resource_type 2,feature 370,2,event_type 47
1852,location 794,0,severity_type 1,resource_type 2,feature 134,1,event_type 23
15694,location 506,0,severity_type 2,resource_type 2,feature 233,2,event_type 35
381,location 617,1,severity_type 1,resource_type 8,feature 172,2,event_type 11
17879,location 763,2,severity_type 2,resource_type 8,feature 203,19,event_type 15
6287,location 1082,0,severity_type 1,resource_type 8,feature 171,2,event_type 11
16901,location 763,0,severity_type 2,resource_type 8,feature 82,6,event_type 15
13018,location 613,2,severity_type 1,resource_type 8,feature 82,22,event_type 15
5956,location 400,1,severity_type 2,resource_type 2,feature 221,1,event_type 34
17360,location 1108,0,severity_type 2,resource_type 8,feature 80,1,event_type 15
13438,location 1008,0,severity_type 1,resource_type 8,feature 201,1,event_type 15
5853,location 1031,0,severity_type 4,resource_type 8,feature 54,13,event_type 11
9470,location 1118,1,severity_type 1,resource_type 8,feature 54,5,event_type 11
7897,location 795,0,severity_type 2,resource_type 8,feature 101,106,event_type 15
14906,location 760,0,severity_type 4,resource_type 2,feature 362,5,event_type 54
2727,location 244,0,severity_type 2,resource_type 2,feature 232,15,event_type 35
15426,location 825,1,severity_type 1,resource_type 8,feature 201,4,event_type 15
6541,location 1093,1,severity_type 2,resource_type 8,feature 174,1,event_type 11
16590,location 1112,0,severity_type 2,resource_type 8,feature 85,1,event_type 11
8431,location 846,0,severity_type 1,resource_type 8,feature 203,16,event_type 11
15232,location 177,1,severity_type 1,resource_type 2,feature 307,1,event_type 20
747,location 113,0,severity_type 2,resource_type 2,feature 312,1,event_type 34
4725,location 810,2,severity_type 1,resource_type 8,feature 71,1,event_type 54
13165,location 495,0,severity_type 2,resource_type 2,feature 309,3,event_type 34
9021,location 240,0,severity_type 2,resource_type 2,feature 307,28,event_type 35
5326,location 642,2,severity_type 1,resource_type 2,feature 289,122,event_type 50
1282,location 957,0,severity_type 2,resource_type 2,feature 55,2,event_type 54
1504,location 124,0,severity_type 2,resource_type 2,feature 235,1,event_type 34
7291,location 957,0,severity_type 4,resource_type 8,feature 70,1,event_type 54
17476,location 882,0,severity_type 1,resource_type 8,feature 55,3,event_type 11
15344,location 173,1,severity_type 2,resource_type 2,feature 313,1,event_type 34
9894,location 906,2,severity_type 2,resource_type 8,feature 81,4,event_type 11
13154,location 1008,0,severity_type 1,resource_type 8,feature 80,10,event_type 11
7836,location 181,0,severity_type 2,resource_type 2,feature 313,1,event_type 34
5539,location 496,0,severity_type 2,resource_type 2,feature 312,52,event_type 35
8146,location 836,0,severity_type 2,resource_type 8,feature 195,1,event_type 11
5507,location 1052,1,severity_type 2,resource_type 8,feature 82,8,event_type 15
10854,location 97,1,severity_type 2,resource_type 2,feature 227,1,event_type 34
5040,location 149,0,severity_type 2,resource_type 2,feature 313,1,event_type 34
2285,location 738,0,severity_type 1,resource_type 2,feature 196,1,event_type 54
601,location 543,0,severity_type 1,resource_type 2,feature 134,2,event_type 20
13507,location 155,0,severity_type 2,resource_type 2,feature 312,24,event_type 34
8483,location 758,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
16450,location 619,2,severity_type 1,resource_type 8,feature 54,1,event_type 11
7528,location 471,0,severity_type 2,resource_type 2,feature 314,23,event_type 35
14365,location 177,0,severity_type 1,resource_type 2,feature 307,3,event_type 20
7518,location 619,0,severity_type 1,resource_type 8,feature 103,251,event_type 11
17102,location 779,2,severity_type 2,resource_type 8,feature 80,1,event_type 15
12694,location 1107,2,severity_type 1,resource_type 8,feature 71,4,event_type 15
3270,location 79,1,severity_type 1,resource_type 2,feature 219,1,event_type 10
8864,location 845,0,severity_type 1,resource_type 8,feature 68,2,event_type 11
12828,location 1009,0,severity_type 1,resource_type 8,feature 195,1,event_type 11
