fault_severity,location,log_feature,volume,event_type
1,323,132,1,23
1,42,74,2,5
1,689,36,1,1
1,143,132,2,22
1,857,48,3,1
1,12,66,2,1
1,695,48,3,1
1,251,143,1,23
1,142,89,1,10
1,775,74,4,5
1,8,213,12,5
1,334,146,1,22
1,752,213,4,5
1,110,153,1,3
1,605,124,1,37
1,739,213,30,5
1,898,74,4,1
1,292,143,2,22
1,371,98,1,22
1,764,204,1,1
1,764,72,5,5
1,51,213,5,5
1,786,74,3,5
1,602,124,2,37
1,650,189,2,1
1,56,189,1,1
1,17,48,2,1
1,85,199,2,1
1,925,211,1,5
1,145,143,1,22
1,787,74,3,5
1,879,115,1,6
1,644,74,4,5
1,622,48,3,1
1,764,72,1,1
1,32,48,1,1
1,18,211,11,5
1,605,172,1,28
1,876,73,1,1
1,172,98,1,22
1,605,172,1,28
1,856,48,2,1
1,12,204,7,1
1,402,146,2,22
1,887,95,2,23
1,768,72,2,5
1,644,74,4,5
1,920,189,1,1
1,920,189,2,1
1,857,189,4,1
1,20,94,2,22
1,775,74,4,5
1,585,48,2,1
1,20,99,2,23
1,145,143,1,22
1,75,213,6,5
1,143,143,2,23
1,702,199,1,1
1,400,143,1,22
1,925,72,1,5
1,769,189,1,1
1,925,72,1,5
1,398,98,1,22
1,793,199,2,3
1,60,74,3,5
1,433,98,4,23
1,603,127,1,28
1,42,74,3,5
1,229,98,1,22
1,400,143,1,23
1,602,170,1,37
1,405,143,1,22
1,768,72,4,5
1,159,99,1,23
1,774,217,1,1
1,644,74,4,5
1,86,74,1,5
1,689,36,2,1
1,920,189,1,1
1,695,115,3,3
1,38,189,1,1
1,39,189,2,1
1,51,213,6,5
1,731,85,3,0
1,8,74,1,5
1,912,84,2,19
1,764,204,2,5
1,92,199,1,1
1,107,199,1,1
1,911,74,2,5
1,108,202,9,5
1,379,143,1,23
1,648,199,1,1
1,60,74,3,5
1,97,199,2,1
1,911,74,3,5
1,848,213,1,1
1,795,48,2,1
1,94,198,1,1
1,282,143,2,22
1,659,213,8,5
1,764,74,3,5
1,787,213,14,5
1,139,143,1,23
1,927,48,2,1
1,675,190,2,1
1,585,48,1,1
1,142,89,1,10
1,764,64,2,1
1,129,143,1,22
1,18,211,11,5
1,115,203,1,1
1,911,213,12,5
1,27,199,5,1
1,702,199,1,1
1,798,199,1,1
1,112,189,2,1
1,325,139,3,23
1,836,129,1,29
1,911,74,6,5
1,406,138,2,22
1,775,74,2,1
1,650,189,2,1
1,145,143,1,22
1,653,48,2,1
1,32,189,1,1
1,731,85,1,0
1,707,48,1,1
1,75,213,14,5
1,429,143,1,22
1,131,98,9,23
1,377,143,3,22
1,695,48,3,1
1,928,189,2,1
1,606,169,3,32
1,108,64,2,5
1,91,199,1,1
1,821,115,2,3
1,605,124,1,37
1,879,115,1,3
1,8,211,1,5
1,230,143,2,23
1,659,199,1,5
1,282,143,2,22
1,31,199,1,1
1,652,199,1,1
1,833,126,22,28
1,648,199,1,1
1,686,204,1,1
1,367,99,2,22
1,143,132,2,22
1,898,74,2,5
1,16,48,1,1
1,99,73,4,1
1,926,72,1,5
1,154,98,1,23
1,51,74,3,5
1,131,143,19,22
1,772,190,2,1
1,2,85,1,8
1,911,213,2,5
1,772,190,2,1
1,760,189,4,1
1,352,143,1,22
1,836,171,5,30
1,42,74,2,5
1,764,213,10,5
1,744,48,1,1
1,844,137,1,11
1,659,74,2,5
1,744,48,1,1
1,613,211,2,5
1,682,190,3,0
1,834,127,21,29
1,669,199,2,1
1,159,99,1,23
1,290,98,1,23
1,659,74,3,5
1,183,144,1,23
1,171,48,1,1
1,926,72,1,5
1,774,199,1,1
1,251,143,2,23
1,739,74,4,5
1,213,98,1,22
1,85,199,2,1
1,876,213,1,1
1,566,213,2,5
1,787,74,1,5
1,815,64,1,1
1,174,143,1,22
1,21,48,1,1
1,709,213,8,5
1,752,64,1,5
1,653,48,4,1
1,768,72,2,5
1,265,143,1,22
1,614,211,2,5
1,764,72,5,5
1,661,48,2,1
1,92,199,1,1
1,911,213,12,5
1,787,213,14,5
1,893,73,2,1
1,152,98,1,23
1,925,72,1,5
1,23,66,1,1
1,227,143,1,22
1,370,144,5,23
1,648,205,2,11
1,42,74,3,5
1,351,98,2,22
1,349,143,2,23
1,764,64,2,1
1,744,48,1,1
1,787,213,16,5
1,297,138,1,22
1,418,146,3,23
1,31,199,1,1
1,112,199,2,1
1,825,201,1,1
1,86,213,2,5
1,584,48,1,1
1,887,95,2,23
1,795,48,2,1
1,764,72,5,5
1,836,129,1,29
1,242,143,2,22
1,33,48,2,1
1,292,143,4,23
1,131,98,9,23
1,183,144,1,23
1,659,74,2,5
1,652,199,1,1
1,764,204,2,5
1,34,48,2,1
1,75,213,14,5
1,927,189,1,1
1,143,132,2,22
1,774,199,1,1
1,834,127,21,29
1,52,211,2,1
1,134,98,1,23
1,707,216,1,1
1,15,189,3,1
1,836,171,5,30
1,27,199,5,1
1,566,74,2,5
1,605,124,1,37
1,75,72,3,5
1,928,189,2,1
1,605,124,1,37
1,76,72,2,5
1,20,93,1,22
1,51,213,4,5
1,323,93,1,22
1,242,98,4,23
1,787,74,2,5
1,704,189,1,1
1,739,213,2,5
1,8,74,1,5
1,920,199,1,1
1,165,143,1,23
1,134,143,1,23
1,20,143,1,22
1,689,36,1,1
1,16,48,1,1
1,834,166,7,28
1,881,199,1,1
1,520,32,1,0
1,768,211,1,1
1,898,74,7,1
1,569,74,10,5
1,75,213,6,5
1,709,213,2,5
1,16,48,1,1
1,821,115,2,3
1,876,213,1,1
1,927,189,3,1
1,787,213,4,5
1,213,98,1,22
1,644,74,4,5
1,370,144,5,23
1,394,143,1,23
1,702,199,1,1
1,75,213,16,5
1,32,189,1,1
1,911,213,2,5
1,42,74,1,5
1,799,199,1,1
1,709,213,8,5
1,633,49,8,1
1,394,143,1,23
1,97,199,2,1
1,367,99,2,22
1,768,72,4,5
1,833,166,4,29
1,775,74,2,1
1,32,189,1,1
1,752,64,1,5
1,64,72,1,1
1,520,32,1,0
1,189,146,1,22
1,183,144,1,22
1,51,74,3,5
1,689,36,1,1
1,86,74,1,5
1,174,143,1,22
1,836,171,5,30
1,75,74,1,5
1,325,143,1,22
1,821,115,2,3
1,75,213,14,5
1,288,143,1,22
1,467,138,1,22
1,928,189,2,1
1,760,189,7,1
1,774,217,1,1
1,15,189,6,1
1,786,74,6,5
1,840,172,4,28
1,354,143,3,22
1,251,143,1,23
1,768,72,5,5
1,379,143,1,23
1,603,127,1,28
1,42,74,3,5
1,744,48,1,1
1,918,115,1,4
1,8,74,1,5
1,292,143,4,23
1,605,124,1,37
1,146,143,2,23
1,920,199,1,1
1,183,144,1,22
1,51,213,5,5
1,928,189,2,1
1,89,48,1,1
1,881,199,1,1
1,242,143,2,22
1,34,48,2,1
1,316,98,1,22
1,689,179,2,1
1,86,74,8,5
1,17,48,2,1
1,838,127,1,28
1,129,143,1,22
1,363,93,1,22
1,605,166,2,28
1,101,202,6,1
1,115,203,1,1
1,787,213,2,5
1,585,48,2,1
1,75,213,16,5
1,23,66,1,1
1,97,48,1,1
1,112,189,2,1
1,600,120,3,28
1,400,143,1,22
1,680,189,1,1
1,764,64,2,1
1,659,211,2,5
1,429,143,1,23
1,653,48,4,1
1,786,74,3,5
1,445,100,2,22
1,652,199,1,1
1,786,74,3,5
1,115,203,2,1
1,769,189,1,1
1,97,199,2,1
1,702,199,1,1
1,689,36,2,1
1,858,73,4,1
1,429,143,1,23
1,656,63,3,1
1,817,199,1,1
1,143,132,2,22
1,166,98,1,22
1,310,143,2,23
1,709,213,10,5
1,85,199,1,1
1,86,213,2,5
1,766,211,1,5
1,361,93,1,22
1,51,213,12,5
1,766,211,1,5
1,686,204,1,1
1,836,171,5,30
1,659,74,2,5
1,686,64,5,1
1,20,143,1,22
1,840,171,1,28
1,778,199,2,3
1,876,213,1,1
1,292,143,2,22
1,431,143,1,22
1,139,143,1,23
1,301,143,2,23
1,86,74,2,5
1,787,74,1,5
1,520,32,1,0
1,431,143,1,22
1,42,74,5,5
1,866,21,1,8
1,774,217,1,1
1,760,189,7,1
1,702,199,1,1
1,764,64,1,5
1,860,74,5,5
1,927,189,1,1
1,31,48,1,1
1,238,143,1,23
1,143,132,2,22
1,893,73,4,1
1,112,189,2,1
1,60,74,3,5
1,19,74,5,5
1,282,143,2,22
1,566,213,2,5
1,265,143,1,22
1,142,89,1,10
1,768,72,5,5
1,406,143,1,22
1,659,74,2,5
1,152,98,1,23
1,669,199,2,1
1,131,143,1,22
1,146,143,2,23
1,75,74,3,5
1,787,213,16,5
1,657,189,1,1
1,774,218,3,1
1,912,84,1,19
1,735,90,1,11
1,301,143,2,22
1,394,143,1,23
1,282,143,2,22
1,757,190,1,1
1,400,143,1,23
1,178,98,2,23
1,8,211,2,5
1,400,143,1,23
1,833,166,4,29
1,920,48,2,1
1,659,74,3,5
1,33,48,2,1
1,310,143,2,23
1,815,64,1,1
1,764,204,1,1
1,402,146,5,22
1,622,48,3,1
1,171,48,2,1
1,166,98,3,22
1,650,189,2,1
1,34,48,3,1
1,787,74,2,5
1,881,48,4,1
1,60,74,3,5
1,60,72,1,5
1,695,115,3,3
1,8,211,1,5
1,644,74,3,5
1,680,189,2,1
1,766,211,1,5
1,402,146,5,22
1,786,74,6,5
1,686,204,1,1
1,32,48,1,1
1,152,138,1,23
1,134,143,1,23
1,295,98,1,22
1,398,98,1,23
1,927,48,1,1
1,764,74,3,5
1,257,143,3,22
1,75,213,16,5
1,648,205,2,11
1,257,143,3,22
1,838,171,1,29
1,97,48,1,1
1,12,66,2,1
1,648,205,6,11
1,265,143,1,22
1,739,213,30,5
1,787,74,2,5
1,86,74,1,5
1,920,189,1,1
1,768,72,4,5
1,704,199,1,1
1,838,127,1,28
1,408,132,3,22
1,16,48,1,1
1,825,201,1,1
1,690,68,1,1
1,653,48,3,1
1,445,143,3,22
1,680,189,1,1
1,279,101,1,22
1,898,74,1,5
1,166,98,3,22
1,15,189,3,1
1,112,189,2,1
1,766,211,1,1
1,15,189,1,1
1,775,74,2,1
1,166,98,3,22
1,775,74,4,5
1,799,199,1,1
1,689,36,1,1
1,400,143,1,22
1,778,199,1,3
1,272,143,1,23
1,844,188,3,1
1,606,166,1,30
1,774,199,1,1
1,62,73,1,1
1,709,213,10,5
1,769,48,1,1
1,817,199,1,1
1,787,74,2,5
1,108,202,10,5
1,265,143,1,22
1,31,199,1,1
1,686,211,1,1
1,19,74,5,5
1,251,143,1,23
1,157,98,1,23
1,292,143,4,23
1,259,143,1,23
1,686,64,5,1
1,775,74,4,5
1,707,216,1,1
1,354,143,3,22
1,112,189,2,1
1,51,213,4,5
1,405,143,1,22
1,8,211,1,5
1,18,211,3,5
1,774,217,1,1
1,51,213,12,5
1,42,74,1,5
1,918,115,1,4
1,844,137,1,11
1,920,48,2,1
1,566,74,2,5
1,744,48,1,1
1,334,146,1,22
1,879,115,1,3
1,606,166,3,28
1,566,213,4,5
1,764,64,1,1
1,764,64,1,5
1,825,201,1,1
1,659,211,2,5
1,410,132,1,23
1,33,48,2,1
1,678,189,1,1
1,23,66,1,1
1,833,127,5,30
1,277,143,2,23
1,689,179,2,1
1,764,204,2,5
1,20,143,1,22
1,39,189,4,1
1,60,72,1,5
1,880,48,1,1
1,569,74,4,5
1,656,63,3,1
1,18,211,3,5
1,20,143,1,22
1,648,205,2,10
1,292,143,4,23
1,764,213,10,5
2,752,213,14,5
2,786,74,8,5
2,51,213,4,5
2,8,72,1,5
2,739,213,16,5
2,787,213,18,5
2,764,211,2,1
2,898,74,7,5
2,600,120,4,28
2,19,213,10,5
2,75,74,5,5
2,786,74,8,5
2,569,213,11,5
2,709,213,6,5
2,644,74,4,5
2,42,74,7,5
2,108,202,5,1
2,787,213,18,5
2,600,120,9,30
2,19,213,10,5
2,60,72,1,5
2,606,127,5,30
2,857,189,3,1
2,739,213,28,5
2,752,199,2,5
2,644,202,1,5
2,51,213,4,5
2,752,199,2,5
2,569,213,11,5
2,752,202,2,5
2,8,213,8,5
2,569,74,7,5
2,86,74,8,5
2,925,64,1,5
2,42,74,6,5
2,644,74,4,5
2,739,74,9,5
2,569,74,8,5
2,739,74,6,5
2,86,213,16,5
2,101,213,48,1
2,614,213,4,5
2,764,211,2,1
2,75,74,9,5
2,659,64,1,1
2,569,74,4,5
2,775,74,8,5
2,569,213,22,5
2,836,172,5,29
2,775,213,36,5
2,101,202,1,1
2,739,74,6,5
2,605,172,3,30
2,764,72,2,1
2,752,213,14,5
2,86,74,5,5
2,911,74,6,5
2,775,74,7,1
2,739,213,14,5
2,101,213,51,1
2,14,48,3,3
2,8,72,1,5
2,644,202,1,5
2,787,213,10,5
2,600,120,9,30
2,606,127,5,30
2,8,74,4,5
2,569,74,6,5
2,614,213,12,5
2,709,66,1,5
2,42,213,8,5
2,786,213,19,5
2,600,120,9,30
2,108,211,1,5
2,86,213,20,5
2,911,74,10,5
2,569,74,5,5
2,644,202,1,5
2,101,213,51,1
2,8,72,1,5
2,86,213,20,5
2,569,74,5,5
2,86,213,20,5
2,12,204,6,1
2,600,120,7,28
2,775,74,9,5
2,739,213,14,5
2,75,213,12,5
2,659,213,14,5
2,108,202,13,1
2,659,74,12,5
2,75,74,11,5
2,747,188,1,1
2,892,214,2,1
2,569,74,7,5
2,836,127,3,28
2,569,74,7,5
2,569,213,11,5
2,48,203,6,1
2,8,213,25,5
2,709,213,8,5
2,752,213,14,5
2,108,211,1,5
2,764,202,2,5
2,101,202,1,1
2,775,213,18,5
2,696,153,1,1
2,108,202,5,1
2,860,213,4,5
2,775,213,33,5
2,925,64,2,5
2,14,48,3,3
2,60,72,1,5
2,605,172,3,30
2,752,202,2,5
2,925,50,1,1
2,686,64,6,1
2,786,213,9,5
2,836,127,3,28
2,911,74,10,5
2,644,202,2,5
2,709,66,1,5
2,752,202,2,5
2,696,115,2,3
2,42,213,10,5
2,659,202,1,5
2,19,211,2,5
2,659,74,9,5
2,752,199,2,5
2,775,74,6,5
2,75,213,12,5
2,836,127,3,28
2,775,74,8,5
2,833,166,3,28
2,569,74,9,5
2,775,74,7,1
2,786,213,9,5
2,696,153,1,1
2,775,74,6,5
2,101,213,48,1
2,108,202,5,1
2,898,74,7,5
2,752,202,2,5
2,569,213,20,5
2,614,213,12,5
2,659,74,9,5
2,86,213,20,5
2,739,213,16,5
2,696,115,2,3
2,644,74,4,5
2,86,74,5,5
2,644,202,1,5
2,752,202,2,5
2,775,213,36,5
2,764,202,2,5
2,860,213,4,5
2,569,74,6,5
2,709,213,6,5
2,51,211,1,5
2,569,74,5,5
2,911,74,6,5
2,925,64,1,5
2,569,213,22,5
2,614,213,4,5
2,860,213,4,5
2,775,213,18,5
2,656,201,4,1
2,787,213,10,5
2,108,202,13,1
2,747,188,1,1
2,86,213,20,5
2,569,74,7,5
2,925,211,2,5
2,600,120,9,30
2,775,74,9,5
2,764,74,4,1
2,838,120,1,29
2,75,74,9,5
2,659,204,1,5
2,600,120,9,30
2,686,64,6,1
2,8,211,2,5
2,659,74,11,5
2,75,74,9,5
2,86,74,8,5
2,8,211,2,5
2,108,213,2,5
2,51,213,4,5
2,824,189,5,1
2,86,213,20,5
2,86,213,20,5
2,787,213,8,5
2,86,213,16,5
2,566,74,9,5
2,606,127,5,30
2,775,74,9,5
2,925,211,2,5
2,108,202,5,1
2,75,74,11,5
2,860,213,4,5
2,824,189,5,1
2,911,74,11,5
2,787,213,10,5
2,569,74,7,5
2,911,74,10,5
2,86,74,5,5
2,786,213,9,5
2,19,213,10,5
2,569,74,7,5
2,8,213,25,5
2,8,211,2,5
2,60,72,1,5
2,644,202,1,5
2,659,74,8,5
2,86,74,5,5
2,644,202,2,5
2,925,64,1,5
2,787,213,18,5
2,89,189,1,1
2,848,212,4,1
2,19,211,2,5
2,911,213,6,5
2,709,213,8,5
2,739,213,14,5
2,787,213,8,5
2,51,211,1,5
2,659,202,1,5
2,42,213,8,5
2,786,74,5,5
2,787,74,10,5
2,786,74,8,5
2,786,213,14,5
2,848,212,4,1
2,752,199,2,5
2,42,213,8,5
2,569,74,5,5
2,644,202,1,5
2,644,74,4,5
2,14,48,3,3
2,8,72,1,5
2,764,211,2,1
2,101,213,51,1
2,86,213,19,5
2,101,213,51,1
2,775,74,8,5
2,614,213,12,5
2,75,74,11,5
2,836,172,5,29
2,786,213,5,5
2,892,214,2,1
2,579,213,4,5
2,51,74,4,5
2,75,74,5,5
2,787,213,18,5
2,569,74,8,5
2,51,211,1,5
2,644,202,1,5
2,775,74,9,5
2,787,213,18,5
2,739,74,9,5
2,600,120,9,30
2,600,120,5,30
2,110,199,3,3
2,566,74,9,5
2,614,213,12,5
2,8,213,25,5
2,8,213,8,5
2,89,189,1,1
2,833,166,3,28
2,787,213,10,5
2,644,74,4,5
2,42,213,8,5
2,925,64,2,5
2,89,189,1,1
2,644,202,1,5
2,834,126,1,29
2,634,190,4,1
2,605,172,3,30
2,8,74,4,5
2,86,213,19,5
2,834,126,1,29
2,925,64,1,5
2,659,74,12,5
2,8,72,1,5
2,19,213,10,5
2,764,211,2,1
2,739,213,14,5
2,75,74,5,5
2,579,213,4,5
2,752,202,2,5
2,566,74,9,5
2,51,211,1,5
2,739,213,14,5
2,911,213,6,5
2,86,74,8,5
2,8,213,8,5
2,89,189,1,1
2,566,74,9,5
2,566,74,12,5
2,12,204,6,1
2,764,74,4,1
2,51,211,1,5
2,833,166,3,28
2,600,120,9,30
2,709,66,1,5
2,644,74,4,5
2,86,213,20,5
2,579,213,4,5
2,709,213,8,5
2,786,74,8,5
2,786,74,8,5
2,833,166,3,28
2,569,74,8,5
2,75,74,5,5
2,786,74,6,5
2,787,213,18,5
2,739,213,28,5
2,739,213,14,5
2,739,213,28,5
2,86,213,10,5
2,747,188,1,1
2,686,202,1,1
2,75,213,12,5
2,644,74,4,5
2,605,172,3,30
2,86,213,20,5
2,739,74,3,5
2,659,204,1,5
2,764,211,2,1
2,600,120,9,30
2,42,74,7,5
2,569,74,10,5
2,605,172,3,30
2,752,199,2,5
2,19,74,4,5
2,764,72,2,1
2,752,202,2,5
2,833,166,3,28
2,108,202,13,1
2,786,213,9,5
2,48,203,6,1
2,14,48,3,3
2,752,202,2,5
2,566,74,9,5
2,566,74,12,5
2,659,204,1,5
2,659,213,14,5
2,572,189,1,1
2,659,74,8,5
2,634,190,4,1
2,75,74,9,5
2,75,74,5,5
2,108,64,5,5
2,775,213,33,5
2,659,74,8,5
2,108,213,2,5
2,786,213,9,5
2,569,74,10,5
2,108,213,2,5
2,569,74,9,5
2,696,153,1,1
2,86,213,8,5
2,42,213,14,5
2,747,188,1,1
2,644,202,1,5
2,787,213,10,5
2,86,213,21,5
2,752,202,2,5
2,644,74,4,5
2,19,213,10,5
2,786,74,7,5
2,101,213,48,1
2,752,202,1,5
2,86,213,20,5
2,644,202,1,5
2,75,74,11,5
2,566,74,12,5
2,925,64,2,5
2,836,172,5,29
2,764,202,2,5
2,752,202,2,5
2,606,127,5,30
2,75,213,12,5
2,569,74,9,5
2,775,213,36,5
2,911,74,6,5
2,86,213,10,5
2,8,213,24,5
2,51,211,1,5
2,8,213,8,5
2,51,211,1,5
2,89,189,1,1
2,775,213,18,5
2,572,189,1,1
2,659,213,14,5
2,825,212,4,1
2,898,74,7,5
2,911,213,6,5
2,644,202,1,5
2,786,74,6,5
2,644,202,1,5
2,786,74,8,5
2,569,74,9,5
2,911,74,6,5
2,739,213,28,5
2,857,189,3,1
2,86,213,20,5
2,644,202,1,5
2,857,189,3,1
2,659,64,1,1
2,764,72,2,1
2,600,120,5,30
2,644,202,1,5
2,659,74,12,5
2,892,214,2,1
2,787,74,10,5
2,644,74,4,5
2,786,213,5,5
2,86,74,5,5
2,42,74,7,5
2,75,74,5,5
2,569,213,20,5
2,775,213,33,5
2,634,190,4,1
2,86,213,8,5
2,787,213,8,5
2,569,74,6,5
2,686,64,6,1
2,42,74,7,5
2,898,74,7,5
2,787,74,10,5
2,110,199,3,3
2,836,127,3,28
2,108,202,5,1
2,786,74,8,5
2,12,204,6,1
2,857,189,3,1
2,51,211,1,5
2,925,50,1,1
2,824,189,5,1
2,834,126,1,29
2,51,211,1,5
2,925,64,2,5
2,752,202,1,5
2,101,202,1,1
2,739,74,9,5
2,86,213,20,5
2,752,199,2,5
2,606,127,5,30
2,898,74,4,5
2,86,213,16,5
2,659,74,9,5
2,8,74,4,5
2,764,211,2,1
2,825,212,4,1
2,786,74,7,5
2,659,202,1,5
2,786,213,14,5
2,860,213,4,5
2,42,74,7,5
2,101,213,51,1
2,108,64,5,5
2,572,189,1,1
2,898,74,4,5
2,569,74,9,5
2,108,202,5,1
2,101,213,48,1
2,75,74,11,5
2,775,213,33,5
2,836,172,5,29
2,644,74,4,5
2,569,74,8,5
2,75,213,12,5
2,86,213,8,5
2,686,64,6,1
2,825,212,4,1
2,644,202,1,5
2,42,213,10,5
2,764,74,4,1
2,12,204,6,1
2,569,74,4,5
2,739,74,6,5
2,752,202,2,5
2,644,202,1,5
2,752,199,2,5
2,108,213,2,5
2,566,74,12,5
2,51,213,4,5
2,709,213,8,5
2,686,202,1,1
2,925,50,1,1
2,569,213,11,5
2,42,74,6,5
2,696,153,1,1
2,775,213,18,5
2,911,74,11,5
2,836,172,5,29
2,572,189,1,1
2,101,72,1,5
2,19,211,2,5
2,108,202,5,1
2,644,74,4,5
2,911,74,11,5
2,786,74,5,5
2,75,74,9,5
2,12,204,6,1
2,848,212,4,1
2,12,204,6,1
2,659,213,14,5
2,686,202,1,1
2,75,74,5,5
2,8,211,2,5
2,101,213,51,1
2,108,202,13,1
2,860,213,4,5
2,569,74,10,5
2,86,213,8,5
2,747,188,1,1
2,19,74,4,5
2,101,72,1,5
2,8,213,24,5
2,605,172,3,30
2,75,74,9,5
2,786,213,5,5
2,86,213,8,5
2,86,213,16,5
2,836,172,5,29
2,787,213,8,5
2,925,50,1,1
2,709,213,6,5
2,60,72,1,5
2,786,74,8,5
2,86,74,8,5
2,925,64,2,5
2,8,213,25,5
2,709,66,1,5
2,89,189,1,1
2,108,202,5,1
2,569,74,7,5
2,696,153,1,1
2,775,213,18,5
2,101,213,48,1
2,656,201,4,1
2,739,74,9,5
2,569,74,8,5
2,786,74,8,5
2,659,74,11,5
2,659,74,12,5
2,75,213,12,5
2,775,213,33,5
2,775,213,18,5
2,110,199,3,3
2,747,188,1,1
2,787,74,10,5
2,8,213,25,5
2,86,74,5,5
2,925,50,1,1
2,775,74,6,5
2,659,204,1,5
2,739,213,28,5
2,75,74,9,5
2,659,64,1,1
2,898,74,4,5
2,566,74,9,5
2,108,202,13,1
2,764,202,2,5
2,600,120,7,28
2,775,74,9,5
2,838,120,1,29
2,659,213,14,5
2,925,211,2,5
2,898,74,4,5
2,787,74,10,5
2,764,202,1,5
2,42,74,7,5
2,752,199,2,5
2,739,213,28,5
2,19,213,10,5
2,86,74,5,5
2,569,74,10,5
2,644,202,2,5
2,764,202,1,5
2,739,74,3,5
2,898,74,7,5
2,108,202,13,1
2,8,72,1,5
2,8,213,8,5
2,108,213,2,5
2,644,202,1,5
2,833,166,3,28
2,739,74,6,5
2,752,213,14,5
2,86,213,20,5
2,14,48,3,3
2,752,213,14,5
2,659,74,9,5
2,108,213,2,5
2,696,115,2,3
2,569,74,8,5
2,739,213,14,5
2,19,213,10,5
2,644,202,1,5
2,786,213,14,5
2,644,202,1,5
2,19,213,10,5
2,898,74,4,5
2,786,74,8,5
2,8,213,25,5
2,42,74,6,5
2,108,211,1,5
2,75,74,5,5
2,572,189,1,1
2,8,72,1,5
2,659,202,1,5
2,614,213,12,5
2,19,213,10,5
2,787,213,10,5
2,8,72,1,5
2,739,213,16,5
2,644,74,4,5
2,600,120,5,30
2,19,213,10,5
2,836,172,5,29
2,569,213,11,5
2,786,74,8,5
2,836,172,5,29
2,644,202,1,5
2,659,74,9,5
2,51,211,1,5
2,42,213,10,5
2,898,74,7,5
2,752,213,14,5
2,833,166,3,28
2,614,213,12,5
2,75,213,12,5
2,86,213,20,5
2,569,74,7,5
2,569,74,9,5
2,101,202,1,1
2,42,213,14,5
2,101,72,1,5
2,825,212,4,1
2,739,213,14,5
2,911,74,10,5
2,644,202,1,5
2,739,213,14,5
2,569,213,10,5
2,764,72,2,1
2,656,201,4,1
2,75,74,9,5
2,42,74,7,5
2,775,213,18,5
2,634,190,4,1
2,572,189,1,1
2,775,213,18,5
2,892,214,2,1
2,569,213,20,5
2,644,202,1,5
2,89,189,1,1
2,569,213,20,5
2,656,201,4,1
2,644,202,1,5
2,19,211,2,5
2,19,213,10,5
2,739,74,6,5
2,775,74,9,5
2,739,213,16,5
2,600,120,9,30
2,644,74,4,5
2,51,213,4,5
2,569,74,5,5
2,60,72,1,5
2,898,74,4,5
2,569,74,4,5
2,86,213,19,5
2,48,203,6,1
2,86,213,10,5
2,644,202,1,5
2,569,74,10,5
2,8,211,2,5
2,709,213,8,5
2,8,213,25,5
2,48,203,6,1
2,569,74,4,5
2,739,74,3,5
2,787,74,10,5
2,644,74,4,5
2,775,213,33,5
2,600,120,9,30
2,848,212,4,1
2,834,126,1,29
2,775,213,36,5
2,786,213,5,5
2,75,74,5,5
2,898,74,4,5
2,787,213,18,5
2,775,213,33,5
2,786,213,14,5
2,656,201,4,1
2,656,201,4,1
2,764,74,4,1
2,686,202,1,1
2,86,74,8,5
2,569,74,8,5
2,739,213,14,5
2,659,64,1,1
2,659,204,1,5
2,569,74,5,5
2,42,74,7,5
2,600,120,5,30
2,824,189,5,1
2,19,74,4,5
2,614,213,12,5
2,8,211,2,5
2,898,74,7,5
2,569,74,10,5
2,569,213,20,5
2,42,213,8,5
2,836,127,6,28
2,600,120,5,30
2,696,115,2,3
2,86,213,8,5
2,89,189,1,1
2,110,199,3,3
2,659,204,1,5
2,86,213,16,5
2,108,213,2,5
2,752,213,14,5
2,857,189,3,1
2,86,74,5,5
2,51,213,4,5
2,19,74,4,5
2,600,120,4,28
2,833,166,3,28
2,60,72,1,5
2,108,202,13,1
2,51,211,1,5
2,19,211,2,5
2,775,213,18,5
2,8,74,4,5
2,739,213,16,5
2,606,127,5,30
2,752,202,1,5
2,752,199,2,5
2,860,213,4,5
2,787,213,8,5
2,569,74,5,5
2,925,64,2,5
2,752,202,1,5
2,786,74,6,5
2,656,201,4,1
2,42,74,6,5
2,42,213,10,5
2,108,202,5,1
2,8,74,4,5
2,86,213,8,5
2,659,74,8,5
2,644,74,4,5
2,644,202,1,5
2,752,202,1,5
2,775,74,8,5
2,786,213,19,5
2,775,213,36,5
2,569,74,5,5
2,51,74,4,5
2,75,213,12,5
2,925,50,1,1
2,19,213,10,5
2,644,74,4,5
2,19,213,10,5
2,786,74,8,5
2,108,211,1,5
2,911,213,6,5
2,569,74,6,5
2,764,74,4,1
2,634,190,4,1
2,606,127,5,30
2,42,74,6,5
2,48,203,6,1
2,686,202,3,1
2,775,213,18,5
2,569,74,6,5
2,644,202,1,5
2,898,74,7,5
2,644,202,2,5
2,786,74,7,5
2,75,74,9,5
2,656,201,4,1
2,644,202,1,5
2,786,74,6,5
2,833,166,3,28
2,656,201,4,1
2,787,74,10,5
2,834,126,1,29
2,775,213,18,5
2,8,213,24,5
2,752,213,14,5
2,857,189,3,1
2,108,202,13,1
2,898,74,4,5
2,659,64,1,1
2,747,188,1,1
2,848,212,4,1
2,752,202,2,5
2,857,189,3,1
2,569,74,10,5
2,614,213,4,5
2,569,74,7,5
2,42,213,8,5
2,569,213,10,5
2,42,74,7,5
2,696,153,1,1
2,600,120,4,28
2,51,211,1,5
2,764,72,2,1
2,838,120,1,29
2,86,213,19,5
2,696,115,2,3
2,48,203,6,1
2,739,74,6,5
2,739,74,9,5
2,911,74,6,5
2,787,213,10,5
2,925,64,1,5
